"","salienceData.caseId","salience.est","salience.sd","early.salience.est","early.salience.sd","probit.salience.est","probit.salience.sd"
"62","1955-062",-0.408911347056772,0.830883077572621,-0.263606898081169,0.888420856526062,-0.463017031304549,0.79161218701171
"63","1955-063",0.951686873163333,0.585608569526839,0.768463455126919,0.781120038392423,1.02187585029493,0.477892435266784
"64","1955-064",0.140524409953757,0.741101422779602,-0.24047622727532,0.923261720812755,0.359491843035503,0.606605938724554
"65","1955-065",0.12151559209634,0.738071134140486,0.461392560449133,0.815246979727187,0.510960550469087,0.551482911142847
"66","1955-066",0.15005030003098,0.75456019425904,-0.256185122432501,0.900783084990499,0.35771421806409,0.619450319771307
"67","1955-067",-0.471297329561024,0.839727195814608,-0.20438603806055,0.926741522470539,-0.506881808100395,0.809750812869343
"68","1955-068",-0.420736095886534,0.806806353317257,-0.185146898415302,0.892174718444103,-0.483367673192206,0.798099419737927
"69","1955-069",-0.449944315889839,0.797639262980212,-0.208478342507042,0.900010684082999,-0.496924652202402,0.783129443186206
"70","1955-070",-0.428495027457991,0.833682249989879,-0.226179965731303,0.897944595468597,-0.502760662486324,0.803593543501971
"71","1955-071",-0.437471945781751,0.838562660925271,-0.259102383711157,0.881327797906612,-0.481702229398038,0.80644401276032
"72","1955-072",-0.445013881624191,0.833340197945092,-0.249791097127386,0.909375129139154,-0.504946477924977,0.79347111191315
"73","1955-073",-0.463874897346213,0.844963303542888,-0.214831373754296,0.897271304832969,-0.476697657089087,0.780830212795279
"74","1955-074",0.119785277797604,0.748624063678839,0.458964796602885,0.813006579010353,0.50669784665184,0.567751454839688
"75","1955-075",-0.473076748484078,0.833570414126202,-0.224538581193104,0.875669585021279,-0.499935944518582,0.814388377442249
"76","1955-076",-0.441621942839168,0.828684812393473,-0.242056567050603,0.905498386970956,-0.512918103113553,0.794008010118796
"77","1955-077",-0.426012423949808,0.827910716589339,-0.258097872769867,0.905505733980854,-0.527293760364068,0.780218751596476
"78","1955-078",-0.496036411805751,0.84710117754258,-0.214662750152228,0.890653030040166,-0.498558502328985,0.795228008108519
"79","1955-079",-0.482290201750723,0.854210604068894,-0.205419047097703,0.898953072523177,-0.47747245901147,0.772961748507585
"80","1955-080",-0.436881020297246,0.833221135020553,-0.245481162210171,0.91358366456439,-0.443417360185136,0.754909635738558
"81","1955-081",-0.422094097101013,0.803183570896352,-0.237802858182482,0.914683208820373,-0.473646862345928,0.781305286583617
"82","1955-082",-0.440973287592679,0.834591472827507,-0.234323777111863,0.919147713257411,-0.459639931814686,0.791945901123482
"83","1955-083",1.2642404336821,0.520429133267031,1.46181382951762,0.640619466361031,0.949278337925883,0.514504309349591
"84","1955-084",-0.449216457087591,0.836275830610887,-0.228786387057308,0.903317434825816,-0.493497716561292,0.802583689141519
"85","1955-085",0.998046638068135,0.580947056044823,0.777629746255769,0.756079041046332,1.02820471502389,0.495882376893394
"86","1955-086",-0.479228148604317,0.870123327704831,-0.251647822304301,0.894287294891536,-0.490163451492634,0.79573710256975
"87","1955-087",0.130366329549352,0.734236020433178,-0.230461864992555,0.890660316516017,0.366714043043716,0.618164895968435
"88","1955-088",1.28646740954873,0.527010879457337,-0.24481078665404,0.8653785722172,1.01834273272707,0.491556433451702
"89","1955-089",-0.432489523022107,0.830926952263225,-0.2083143641996,0.911972556869504,-0.483250156563197,0.789810881161072
"90","1955-090",1.70032790163091,0.432551178585907,0.468544218969501,0.830562297533466,0.94435166565016,0.518648385082631
"91","1955-091",-0.446549479907939,0.827985384191716,-0.227086082907075,0.919852539486707,-0.464339319396688,0.786202431068
"92","1955-092",-0.441522074828322,0.839018795036881,-0.203279789685898,0.896632224691976,-0.515537349418687,0.787653865770095
"93","1955-093",-0.445059601668929,0.858451869212151,-0.222381746586819,0.892652947152099,-0.49107739986896,0.80235582172736
"94","1955-094",-0.444805820287149,0.835303426861785,-0.247704252792118,0.886048504387319,-0.477869639062855,0.806153837362897
"95","1955-095",-0.427891731893517,0.813626763405146,-0.241433837749803,0.915943242136403,-0.482982641581139,0.792592686192063
"96","1955-096",-0.448711904238105,0.837730150171307,-0.240969263765409,0.896693888145957,-0.534065801486885,0.797069191589602
"97","1955-097",-0.466263703413405,0.837237153317657,-0.207700509959193,0.892448082079841,-0.483376934245764,0.793992203458581
"98","1955-098",0.155276974514081,0.733540620039919,-0.22328629339628,0.910580641421783,0.355864352715095,0.605537948608671
"99","1955-099",-0.476913371339024,0.827435024923312,-0.218468169409012,0.900793483381594,-0.491084864262477,0.759653533826226
"100","1955-100",-0.48449541962156,0.820003781257438,-0.219716400397691,0.886907347160482,-0.497336421852214,0.793283763385944
"101","1955-101",-0.475950829914575,0.83581320979087,-0.202870850612226,0.893278000510487,-0.508665474022783,0.781805541925456
"102","1955-102",2.69810339056503,0.293696933515601,0.755114130960367,0.782420715045513,1.72257332618308,0.437707957204949
"103","1955-103",1.22165542102001,0.540064364612581,1.48406472207249,0.656424386326417,1.09548456567523,0.476600188426545
"104","1955-104",-0.450854343308672,0.810497895655326,-0.220773235574208,0.900219229682745,-0.4982364827782,0.780290318189566
"105","1956-001",-0.469913517181622,0.823280174641985,-0.341122689025559,0.883407222383141,-0.465017664909447,0.792616326415007
"106","1956-002",-0.468810354707139,0.828110878668599,-0.364062673614985,0.87777116499195,-0.520014664030761,0.791526373492303
"107","1956-003",0.754762975516937,0.635554462404543,0.547528120833316,0.743095177598407,1.1114965143695,0.469344699736994
"108","1956-004",-0.456787575984687,0.817207893150957,-0.358829754076665,0.841569025761747,-0.474230475349694,0.795194731383773
"109","1956-005",0.573010163386516,0.665059237882327,0.300181397238097,0.779945202002005,0.886398727151855,0.517706326576879
"110","1956-006",-0.480263175535071,0.858386875116015,-0.349626442880509,0.849495609675865,-0.515225386114668,0.786593634103404
"111","1956-007",-0.484935948295999,0.855031316506053,-0.332609182857489,0.867912279724821,-0.519970717451292,0.816133227921429
"112","1956-008",-0.452357515922221,0.830667935551716,-0.289421597080227,0.879472995459675,-0.476496193999272,0.79527966791234
"113","1956-009",-0.484322776533124,0.830994391562225,-0.286261316442973,0.890661066900976,-0.503369329458886,0.788048046593079
"114","1956-010",0.360837094446514,0.700854928873564,-0.33679146292924,0.898957221280591,0.486591453076856,0.556924642735885
"115","1956-011",-0.481467828894639,0.813470786235738,-0.32837371038378,0.864033980560482,-0.498530531355048,0.782587796604809
"116","1956-012",-0.457492675089816,0.845675169418145,-0.339041789575949,0.871749368692676,-0.500624187202026,0.788638031574829
"117","1956-013",-0.490089667226057,0.838635726972462,-0.329741471262665,0.877870695513622,-0.530168689386265,0.78795538134043
"118","1956-014",0.578716380464729,0.647924955435694,-0.320530474311443,0.877964198966347,0.389081102654722,0.581133931894808
"119","1956-015",0.078316105424306,0.746707320253831,0.326684096274061,0.763496496382253,0.383988577362195,0.609266517302743
"120","1956-016",-0.443640013734945,0.823115639240389,-0.333977405734674,0.871527153487508,-0.508545950082207,0.794284909184836
"121","1956-017",2.12383866384136,0.355937316141544,1.33586723246572,0.588802946095172,1.44224316495903,0.447756308633986
"122","1956-018",-0.465902569489073,0.846689750570832,-0.329136207679479,0.868998939719894,-0.51883028106494,0.799200041651832
"123","1956-019",0.128737487465441,0.755954878802202,-0.34706180444342,0.861132363456677,0.379443820068378,0.593974404244478
"124","1956-020",-0.482564596936146,0.800543844761669,-0.328500189186876,0.862815340808457,-0.500824630949218,0.784677683698425
"125","1956-021",-0.45681303640452,0.828851838798582,-0.353700950738571,0.85551060991494,-0.496127007752756,0.777434378531306
"126","1956-022",-0.496356154125323,0.824699100128975,-0.319206703326776,0.869011280962624,-0.505130343011356,0.785630002667236
"127","1956-023",-0.43327730971834,0.836067688965728,-0.343873253474473,0.88400507970799,-0.514010784835169,0.796433649005145
"128","1956-024",-0.504421284684135,0.820144183950893,-0.324011366122675,0.877614189701078,-0.518292482681396,0.789086399929424
"129","1956-025",-0.455476693858271,0.82797462964658,-0.353361296170192,0.88244591993615,-0.497049048910574,0.814069452158608
"130","1956-026",0.109031149562754,0.742773662296582,-0.358252921341013,0.8819876207295,0.390134842808657,0.587846291897788
"131","1956-027",-0.473099614848218,0.801373384763591,-0.333101997942852,0.861602598947961,-0.529352807532959,0.793537295091784
"132","1956-028",-0.462026027930374,0.845054640625285,-0.314159435882007,0.882156320020074,-0.496864728772412,0.754900614380752
"133","1956-029",-0.464635371218659,0.823458151376515,-0.313812441172332,0.845104441355785,-0.528895753379028,0.808235808137029
"134","1956-030",-0.487038400817764,0.805600829680913,-0.321000079054491,0.839228689142151,-0.507141201618641,0.775269193143848
"135","1956-031",-0.467574986216011,0.836884607214196,-0.316140562166019,0.8648661602677,-0.52615579052088,0.768492079854003
"136","1956-032",-0.481135251221691,0.829904159238027,-0.302117884424218,0.873857255173515,-0.485600164431373,0.815727365416576
"137","1956-033",-0.482983997539033,0.82280550588482,-0.327765349270642,0.877871845235669,-0.495047672416792,0.777156543034163
"138","1956-034",-0.476663398590219,0.815637721541981,-0.333182736903067,0.863132387927125,-0.496868068154357,0.78770887681598
"139","1956-035",-0.473119347709536,0.831177769626575,-0.290880752899268,0.879655746588042,-0.46414170549919,0.761583412048155
"140","1956-036",-0.47486243966804,0.821776699790647,-0.330976486247991,0.858823534548626,-0.50667457259432,0.794889954746106
"141","1956-037",0.724479003310032,0.635156430144298,1.02370810770469,0.648756772835819,0.767158404657638,0.530727723416219
"142","1956-038",-0.451749680957378,0.829794322691034,-0.342130346466007,0.852906982483033,-0.448848379757252,0.782839346525017
"143","1956-039",-0.497011453074527,0.820026713662284,-0.324592746052763,0.865486063402174,-0.508882122924975,0.794763237918138
"144","1956-040",1.0797209557253,0.559947540701353,0.600483493191499,0.749294489007371,0.96324160595103,0.489547962218745
"145","1956-041",-0.505694814915477,0.841748230793575,-0.325051728999712,0.865201796637998,-0.511535741527945,0.800232525632509
"146","1956-042",2.22172834442708,0.347294694072168,1.96048864251368,0.451596680807381,1.8288174292669,0.415862793961121
"147","1956-043",-0.486390969159459,0.8254695219483,-0.302753812675441,0.852397351314957,-0.528617397228467,0.801115111206697
"148","1956-044",-0.451798351129616,0.821220705450734,-0.304583832490327,0.881079014168858,-0.488595800488834,0.761808221803899
"149","1956-045",1.72594356188857,0.429004689939457,1.52040102358263,0.543941688117706,1.68644333734337,0.439356444399729
"150","1956-046",0.604343192191363,0.640488051606747,0.295295837899395,0.790714967836684,0.88404384807251,0.524264615662728
"151","1956-047",-0.470517585766699,0.802974995958984,-0.311863554430155,0.854297989321241,-0.489045537203632,0.784190282482124
"152","1956-048",0.122941511935792,0.719006122261015,0.310568160793918,0.779194635495458,0.401906163781615,0.57822125005798
"153","1956-049",1.32768264871871,0.495409022453241,1.33559336740463,0.575120906727014,1.42766797820074,0.454094400044036
"154","1956-050",-0.457191576132209,0.808351913208244,-0.314007123891962,0.864191991344632,-0.516751917159584,0.783656732647717
"155","1956-051",-0.463496790768143,0.82534570234914,-0.361622027796578,0.864869041191559,-0.465351135965144,0.769177880357807
"156","1956-052",0.576814424818523,0.654974675113604,0.315665861448637,0.777960713340815,0.881766687845669,0.507571257640111
"157","1956-053",-0.502144268867893,0.824649798527549,-0.339210287961165,0.888313417292614,-0.495906530529459,0.7976056168271
"158","1956-054",-0.468711677462258,0.826481321095831,-0.336780816823515,0.876602248078265,-0.50613751319592,0.792585749228495
"159","1956-055",-0.480448818293837,0.835812775927541,-0.317656795669978,0.856382055910179,-0.486827123950887,0.789467979126434
"160","1956-056",-0.47310586657491,0.823072459172879,-0.315267238075986,0.886635906197485,-0.522360573610477,0.798497268248578
"161","1956-057",0.114291369661684,0.739218729270241,-0.360700299566936,0.875281617697222,0.371516869370677,0.594415556198609
"162","1956-058",-0.487806294671479,0.835852476057671,-0.338393887898655,0.855606677620149,-0.524857709777075,0.798800648083452
"163","1956-059",0.593164811329596,0.673529796244416,-0.360525795441343,0.880958626485962,0.392323998641388,0.590251443332942
"164","1956-060",0.923089555454123,0.584746074763735,1.2159913485143,0.607491747365406,1.24565776973815,0.430567680023889
"165","1956-061",-0.462602386068531,0.826008750206885,-0.327350477479678,0.865370795853273,-0.498504198656418,0.773676023988566
"166","1956-062",-0.478985027619338,0.847376561504436,-0.320482926185756,0.842630849100231,-0.5407160080043,0.79624417043831
"167","1956-063",-0.49059100446326,0.827480097312391,-0.317010749031319,0.873816846299467,-0.49930777603236,0.79148801168966
"168","1956-064",-0.467560110527276,0.862271298853418,-0.305077124346026,0.881054329971779,-0.503417874087051,0.796046924027518
"169","1956-065",0.316377921730501,0.726788984462178,0.564270659889723,0.751854684280052,0.237176551168085,0.61467792108547
"170","1956-066",-0.462066412139474,0.837118025265748,-0.336804505288674,0.8676612217009,-0.501066239790378,0.799157097229744
"171","1956-067",-0.477897194734887,0.847099275121917,-0.339406395846511,0.873477208719765,-0.494286150798714,0.798311422226551
"172","1956-068",0.134422011978573,0.729370941355613,0.337055877337504,0.788615935094475,0.354134256217834,0.591767841121779
"173","1956-069",0.108377865559011,0.74171131028501,0.337974505433506,0.791774026158999,0.400259897228437,0.596840384029947
"174","1956-070",-0.471853943708624,0.82821505305704,-0.32673026411597,0.884202645319856,-0.497270314910526,0.785607138327052
"175","1956-071",-0.448584320477308,0.816753802752756,-0.285894019703626,0.863490432316241,-0.524525041285464,0.780026699113789
"176","1956-072",2.01603348430071,0.381504056083224,2.19633700531391,0.408410658706052,1.43991928228367,0.43811632059401
"177","1956-073",-0.469719379020645,0.834262472512783,-0.317521943357201,0.876929414306024,-0.518934296745586,0.767620939671773
"178","1956-074",0.129191518850734,0.746606151525519,0.320871688188494,0.788657515423516,0.378604385694437,0.58380959118559
"179","1956-075",-0.510034086897633,0.838071802489145,-0.331503975455071,0.879938884711683,-0.475709117455644,0.812895612915605
"180","1956-076",-0.497803300789804,0.813987302787853,-0.312898697643848,0.870110561950878,-0.503750831807762,0.768807726868189
"181","1956-077",0.883506571359729,0.592074451509822,-0.345489369613552,0.870604036331985,1.07882449117029,0.446049619700159
"182","1956-078",1.27888790596212,0.526502417662826,-0.338227814420927,0.877079140310041,1.07245283724688,0.468395773535168
"183","1956-079",0.588876467467491,0.659264388919783,0.822458652553258,0.706222603201536,0.374729516439154,0.586594923176143
